Bahamut,740,400,47,585,bahamut1.png,94,94,4
Silverbat,150,150,16,585,silverbat1.png,32,32,4
Silverbat,200,200,16,585,silverbat1.png,32,32,4
Silverbat,300,550,16,585,silverbat1.png,32,32,4
Silverbat,1000,250,16,585,silverbat1.png,32,32,4
Silverbat,1200,350,16,585,silverbat1.png,32,32,4
Silverbat,150,350,16,585,silverbat1.png,32,32,4
Silverbat,475,450,16,585,silverbat1.png,32,32,4
Silverbat,875,275,16,585,silverbat1.png,32,32,4
Tonberry,650,50,20,585,tonberry1.png,40,40,4
Tonberry,750,75,20,585,tonberry1.png,40,40,4
Tonberry,900,450,20,585,tonberry1.png,40,40,4
Tonberry,950,300,20,585,tonberry1.png,40,40,4
Tonberry,650,375,20,585,tonberry1.png,40,40,4
Tonberry,1000,750,20,585,tonberry1.png,40,40,4
Platform,50,200,350,52
Platform,150,300,300,52
Platform,250,400,300,52
Platform,450,350,300,52
Platform,450,250,300,52
Platform,850,250,300,52
Platform,750,350,350,52
Platform,650,450,300,52
Potion,175,300,16,585,potion.png,31,31,8
Potion,425,225,16,585,potion.png,31,31,8

Music,boss.mp3
